count,Name,SpeciesID,BEST,DEFAULT,MAX,B2D,D2M,B2M,RESULT
1603,超夢 裝甲型態,mewtwo_armored,18-1-10-12,17.5-6-6-15,16-15-15-15,-1%,0%,-1%,16-15-15-15
1604,超甲狂犀,rhyperior,15-0-14-14,14.5-9-12-14,14-15-15-15,0%,0%,0%,14-15-15-15
1605,超音波幼蟲,vibrava,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1606,超音波幼蟲 暗影化,vibrava_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1607,超音蝠,zubat,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1608,超音蝠 暗影化,zubat_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1609,路卡利歐,lucario,20.5-1-15-15,20.5-9-10-10,19-15-15-15,0%,0%,0%,19-15-15-15
1610,跳跳豬,spoink,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1611,車輪毬,whirlipede,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1612,輕飄飄,frillish,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1613,迷你冰,vanillite,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1614,迷你龍,dratini,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1615,迷你龍 暗影化,dratini_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1616,迷唇姐,jynx,22-0-14-15,21.5-5-14-12,20.5-15-15-15,0%,0%,0%,20.5-15-15-15
1617,迷唇娃,smoochum,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1618,過動猿,vigoroth,29-1-15-15,28-5-15-14,26.5-15-15-15,-5%,-2%,-5%,26.5-15-15-15
1619,達克萊伊,darkrai,14.5-10-13-11,14-12-15-14,14-15-15-15,46%,-46%,46%,14.5-10-13-11
1620,達摩狒狒 伽勒爾普通型態,darmanitan_galarian_standard,18-0-15-11,17.5-9-14-10,16.5-15-15-15,1%,0%,1%,18-0-15-11
1621,達摩狒狒 伽勒爾達摩型態,darmanitan_galarian_zen,14-2-15-14,15-5-11-6,13-15-15-15,0%,16%,0%,15-5-11-6
1622,達摩狒狒 普通型態,darmanitan_standard,18-0-15-11,17.5-9-14-10,16.5-15-15-15,1%,0%,1%,18-0-15-11
1623,達摩狒狒 達摩型態,darmanitan_zen,15-0-14-13,15-5-11-6,14-15-15-15,0%,0%,0%,14-15-15-15
1624,遠古巨蜓,yanmega,19-0-14-15,18.5-6-15-12,17.5-15-15-15,0%,0%,0%,17.5-15-15-15
1625,酋雷姆,kyurem,15.5-1-15-15,15.5-7-12-6,14.5-15-15-15,1%,9%,1%,15.5-1-15-15
1626,酋雷姆 焰白型態,kyurem_white,12-1-12-15,12-6-6-13,11-15-15-15,0%,2%,0%,12-6-6-13
1627,酋雷姆 闇黑型態,kyurem_black,12-1-12-15,12-6-6-13,11-15-15-15,0%,0%,0%,11-15-15-15
1628,酷豹,liepard,31.5-0-15-14,30-7-15-10,28-15-15-15,-57%,60%,-57%,30-7-15-10
1629,醜醜魚,feebas,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1630,野蠻鱸魚,basculin,27.5-0-11-15,26-7-14-15,25-15-15-15,-3%,-10%,-3%,25-15-15-15
1631,金屬怪,metang,38-0-13-15,37-5-12-8,31-15-15-15,-20%,-18%,-20%,31-15-15-15
1632,金屬怪 暗影化,metang_shadow,38-0-13-15,37-5-12-8,31-15-15-15,2%,2%,2%,38-0-13-15
1633,金魚王,seaking,26.5-0-14-14,26-7-7-15,24-15-15-15,1%,3%,1%,26.5-0-14-14
1634,鈴鐺響,chingling,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1635,鉗尾蠍,skorupi,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1636,銅鏡怪,bronzor,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1637,鐮刀盔,kabutops,21-0-14-10,20.5-7-8-13,19-15-15-15,-39%,39%,-39%,20.5-7-8-13
1638,鐵啞鈴,beldum,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1639,鐵啞鈴 暗影化,beldum_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1640,鐵掌力士,hariyama,20-0-14-14,19.5-6-13-10,18.5-15-15-15,-4%,-2%,-4%,18.5-15-15-15
1641,鐵殼蛹,kakuna,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1642,鐵殼蛹 暗影化,kakuna_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1643,鐵炮魚,remoraid,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1644,鐵甲蛹,metapod,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1645,鐵螯龍蝦,crawdaunt,22.5-2-15-14,22-9-14-12,21-15-15-15,-3%,-1%,-3%,21-15-15-15
1646,鐵蟻,durant,21-1-15-15,20.5-7-11-15,19.5-15-15-15,1%,3%,1%,21-1-15-15
1647,鐵面忍者,ninjask,29-0-12-15,28-8-13-11,26.5-15-15-15,-41%,-40%,-41%,26.5-15-15-15
1648,鐵骨土人,gurdurr,26-1-15-15,26-6-11-10,24-15-15-15,3%,1%,3%,26-1-15-15
1649,鑽角犀獸,rhydon,17.5-2-15-14,17.5-6-7-15,16.5-15-15-15,0%,-1%,0%,16.5-15-15-15
1650,長尾怪手,aipom,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1651,長毛狗,stoutland,20-0-15-13,19.5-8-13-10,18.5-15-15-15,3%,1%,3%,20-0-15-13
1652,長毛豬,piloswine,24.5-0-15-10,24-6-11-10,22-15-15-15,-43%,-42%,-43%,22-15-15-15
1653,長翅鷗,wingull,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1654,長耳兔,lopunny,28-0-15-14,28-5-8-9,25.5-15-15-15,2%,0%,2%,28-0-15-14
1655,長鼻葉,nuzleaf,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1656,長鼻葉 暗影化,nuzleaf_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1657,閃電鳥,zapdos,15.5-5-15-14,15-13-14-15,14.5-15-15-15,-42%,42%,-42%,15-13-14-15
1658,閃電鳥 暗影化,zapdos_shadow,15.5-5-15-14,15-13-14-15,14.5-15-15-15,-37%,37%,-37%,15-13-14-15
1659,阿利多斯,ariados,35-0-14-15,32-9-12-15,29.5-15-15-15,18%,-11%,18%,29.5-15-15-15
1660,阿勃梭魯,absol,22-0-15-15,21.5-10-13-12,20.5-15-15-15,-43%,43%,-43%,21.5-10-13-12
1661,阿勃梭魯 暗影化,absol_shadow,22-0-15-15,21.5-10-13-12,20.5-15-15-15,-20%,20%,-20%,21.5-10-13-12
1662,阿柏怪,arbok,30.5-0-11-14,29-8-15-8,27-15-15-15,-21%,-9%,-21%,27-15-15-15
1663,阿柏怪 暗影化,arbok_shadow,30.5-0-11-14,29-8-15-8,27-15-15-15,4%,6%,4%,30.5-0-11-14
1664,阿柏蛇,ekans,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1665,阿柏蛇 暗影化,ekans_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1666,阿爾宙斯,arceus,14-0-15-14,14-7-5-10,13-15-15-15,4%,59%,4%,14-0-15-14
1667,阿爾宙斯 冰屬性,arceus_ice,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1668,阿爾宙斯 地面屬性,arceus_ground,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1669,阿爾宙斯 妖精屬性,arceus_fairy,14-0-15-14,14-7-5-10,13-15-15-15,-20%,24%,-20%,14-7-5-10
1670,阿爾宙斯 岩石屬性,arceus_rock,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1671,阿爾宙斯 幽靈屬性,arceus_ghost,14-0-15-14,14-7-5-10,13-15-15-15,0%,2%,0%,14-7-5-10
1672,阿爾宙斯 惡屬性,arceus_dark,14-0-15-14,14-7-5-10,13-15-15-15,-42%,42%,-42%,14-7-5-10
1673,阿爾宙斯 格鬥屬性,arceus_fighting,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1674,阿爾宙斯 毒屬性,arceus_poison,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1675,阿爾宙斯 水屬性,arceus_water,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1676,阿爾宙斯 火屬性,arceus_fire,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1677,阿爾宙斯 草屬性,arceus_grass,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1678,阿爾宙斯 蟲屬性,arceus_bug,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1679,阿爾宙斯 超能力屬性,arceus_psychic,14-0-15-14,14-7-5-10,13-15-15-15,0%,2%,0%,14-7-5-10
1680,阿爾宙斯 鋼屬性,arceus_steel,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1681,阿爾宙斯 電屬性,arceus_electric,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1682,阿爾宙斯 飛行屬性,arceus_flying,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1683,阿爾宙斯 龍屬性,arceus_dragon,14-0-15-14,14-7-5-10,13-15-15-15,-24%,24%,-24%,14-7-5-10
1684,隆隆岩,golem,19-1-14-15,18.5-9-12-13,17.5-15-15-15,-33%,33%,-33%,18.5-9-12-13
1685,隆隆岩 阿羅拉型態,golem_alolan,19-1-14-15,18.5-9-12-13,17.5-15-15-15,-9%,5%,-9%,18.5-9-12-13
1686,隆隆石,graveler,30.5-0-14-15,29-5-15-14,27.5-15-15-15,3%,3%,3%,30.5-0-14-15
1687,隆隆石 阿羅拉型態,graveler_alolan,30.5-0-14-15,29-5-15-14,27.5-15-15-15,-51%,-50%,-51%,27.5-15-15-15
1688,隨風球,drifblim,24-0-15-12,23.5-6-12-10,22-15-15-15,-36%,-30%,-36%,22-15-15-15
1689,雙倍多多冰,vanilluxe,20-0-15-13,19.5-9-7-15,18.5-15-15-15,0%,-18%,0%,18.5-15-15-15
1690,雙刃丸,dewott,36-0-15-15,33-8-15-13,30-15-15-15,3%,-22%,3%,36-0-15-15
1691,雙卵細胞球,duosion,28-0-15-13,28-5-10-12,26-15-15-15,8%,0%,8%,28-0-15-13
1692,雙尾怪手,ambipom,23.5-0-13-14,22.5-8-12-15,21.5-15-15-15,0%,2%,0%,22.5-8-12-15
1693,雙彈瓦斯,weezing,25-0-14-14,24-7-13-14,22.5-15-15-15,-3%,2%,-3%,24-7-13-14
1694,雙彈瓦斯 伽勒爾型態,weezing_galarian,25-0-14-14,24-7-13-14,22.5-15-15-15,2%,3%,2%,25-0-14-14
1695,雙彈瓦斯 暗影化,weezing_shadow,25-0-14-14,24-7-13-14,22.5-15-15-15,-64%,-52%,-64%,22.5-15-15-15
1696,雙斧戰龍,haxorus,15.5-0-14-13,15.5-5-11-9,14.5-15-15-15,2%,0%,2%,15.5-0-14-13
1697,雙首暴龍,zweilous,32.5-0-15-15,31-7-13-10,28.5-15-15-15,2%,0%,2%,32.5-0-15-15
1698,雨翅蛾,masquerain,25-0-15-14,25-5-7-13,23-15-15-15,0%,0%,0%,23-15-15-15
1699,雪妖女,froslass,28-0-15-15,27.5-8-6-15,25.5-15-15-15,-55%,-53%,-55%,25.5-15-15-15
1700,雪童子,snorunt,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1701,雪笠怪,snover,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1702,雪笠怪 暗影化,snover_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1703,雷丘,raichu,26-0-15-14,25-10-12-13,24-15-15-15,-41%,-41%,-41%,24-15-15-15
1704,雷丘 阿羅拉型態,raichu_alolan,24.5-1-15-15,24.5-5-15-8,22.5-15-15-15,-33%,-23%,-33%,22.5-15-15-15
1705,雷伊布,jolteon,19.5-0-12-15,19-7-15-10,18-15-15-15,-35%,-26%,-35%,18-15-15-15
1706,雷公,raikou,16-3-15-14,15.5-10-14-14,15-15-15-15,1%,-65%,1%,16-3-15-14
1707,雷公 暗影化,raikou_shadow,16-3-15-14,15.5-10-14-14,15-15-15-15,-52%,-51%,-52%,15-15-15-15
1708,雷吉奇卡斯,regigigas,12.5-4-15-15,12.5-9-12-10,12-15-15-15,0%,0%,0%,12-15-15-15
1709,雷吉斯奇魯,registeel,23.5-2-13-14,22.5-8-15-13,21-15-15-15,2%,3%,2%,23.5-2-13-14
1710,雷吉洛克,regirock,18-2-15-15,18-7-9-8,16.5-15-15-15,-65%,65%,-65%,18-7-9-8
1711,雷吉艾斯,regice,18-2-15-15,18-7-9-8,16.5-15-15-15,-12%,11%,-12%,18-7-9-8
1712,雷電斑馬,zebstrika,23.5-0-15-9,23-5-11-12,21.5-15-15-15,-49%,-48%,-49%,21.5-15-15-15
1713,雷電獸,manectric,24-0-15-15,23.5-5-15-11,22-15-15-15,-42%,-35%,-42%,22-15-15-15
1714,雷電雲 化身型態,thundurus_incarnate,16.5-1-15-15,16.5-9-13-6,15.5-15-15-15,-45%,45%,-45%,16.5-9-13-6
1715,雷電雲 靈獸型態,thundurus_therian,15-1-15-15,15-8-11-10,14-15-15-15,-29%,29%,-29%,15-8-11-10
1716,電擊怪,elekid,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1717,電擊獸,electabuzz,24.5-0-14-11,24-5-15-8,22.5-15-15-15,-68%,-68%,-68%,22.5-15-15-15
1718,電擊獸 暗影化,electabuzz_shadow,24.5-0-14-11,24-5-15-8,22.5-15-15-15,-58%,-58%,-58%,22.5-15-15-15
1719,電擊魔獸,electivire,18-1-15-15,18-5-10-12,17-15-15-15,-60%,-59%,-60%,17-15-15-15
1720,電擊魔獸 暗影化,electivire_shadow,18-1-15-15,18-5-10-12,17-15-15-15,-47%,-46%,-47%,17-15-15-15
1721,電燈怪,lanturn,28-0-13-14,27-5-14-9,25-15-15-15,-4%,-1%,-4%,25-15-15-15
1722,電蜘蛛,galvantula,25.5-0-15-15,25-6-14-11,23.5-15-15-15,0%,-2%,0%,23.5-15-15-15
1723,電螢蟲,volbeat,35.5-0-15-15,35.5-5-8-10,29.5-15-15-15,-3%,0%,-3%,29.5-15-15-15
1724,電電蟲,joltik,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1725,電飛鼠,emolga,40-0-15-15,37.5-7-15-13,34-15-15-15,-2%,0%,-2%,34-15-15-15
1726,電龍,ampharos,20-0-13-11,19-5-15-15,18-15-15-15,45%,-34%,45%,18-15-15-15
1727,電龍 暗影化,ampharos_shadow,20-0-13-11,19-5-15-15,18-15-15-15,2%,22%,2%,20-0-13-11
1728,霏歐納,phione,27.5-0-13-13,26.5-7-12-11,24.5-15-15-15,-2%,1%,-2%,26.5-7-12-11
1729,霓虹魚,lumineon,34.5-0-15-12,32.5-5-9-15,28.5-15-15-15,-12%,-7%,-12%,28.5-15-15-15
1730,露力麗,azurill,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1731,霸王花,vileplume,22-0-15-15,22-6-11-8,20.5-15-15-15,3%,0%,3%,22-0-15-15
1732,霸王花 暗影化,vileplume_shadow,22-0-15-15,22-6-11-8,20.5-15-15-15,1%,0%,1%,22-0-15-15
1733,霹靂電球,voltorb,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1734,青綿鳥,swablu,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1735,青藤蛇,servine,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1736,青銅鐘,bronzong,25.5-1-15-14,24.5-9-14-12,23-15-15-15,2%,1%,2%,25.5-1-15-14
1737,音箱蟀,kricketune,39.5-0-15-15,38-5-12-14,33.5-15-15-15,-42%,-40%,-42%,33.5-15-15-15
1738,頑皮雷彈,electrode,27-1-15-15,26-10-13-13,25-15-15-15,0%,0%,0%,25-15-15-15
1739,頓甲,donphan,19-0-14-8,18.5-5-10-11,17-15-15-15,0%,2%,0%,18.5-5-10-11
1740,頭巾混混,scrafty,25.5-0-8-15,24.5-6-14-10,23-15-15-15,0%,0%,0%,23-15-15-15
1741,頭蓋龍,cranidos,31.5-1-15-14,30.5-7-15-9,28.5-15-15-15,0%,2%,0%,30.5-7-15-9
1742,風妖精,whimsicott,28.5-0-14-15,27.5-7-13-13,26-15-15-15,0%,0%,0%,26-15-15-15
1743,風速狗,arcanine,18.5-0-14-15,18-8-11-15,17-15-15-15,-48%,-47%,-48%,17-15-15-15
1744,風速狗 暗影化,arcanine_shadow,18.5-0-14-15,18-8-11-15,17-15-15-15,-27%,-25%,-27%,17-15-15-15
1745,風鈴鈴,chimecho,25.5-0-14-12,25.5-5-9-6,23-15-15-15,-51%,-50%,-51%,23-15-15-15
1746,飄浮泡泡,castform,40-3-14-15,39.5-5-12-13,34-15-15-15,-16%,-12%,-16%,34-15-15-15
1747,飄浮泡泡 晴天型態,castform_sunny,40-3-14-15,39.5-5-12-13,34-15-15-15,1%,3%,1%,40-3-14-15
1748,飄浮泡泡 雨天型態,castform_rainy,40-3-14-15,39.5-5-12-13,34-15-15-15,-38%,-36%,-38%,34-15-15-15
1749,飄浮泡泡 雪型態,castform_snowy,40-3-14-15,39.5-5-12-13,34-15-15-15,-6%,-2%,-6%,34-15-15-15
1750,飄飄球,drifloon,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1751,飛天螳螂,scyther,21-0-14-11,20.5-8-12-9,19-15-15-15,2%,2%,2%,21-0-14-11
1752,飛天螳螂 暗影化,scyther_shadow,21-0-14-11,20.5-8-12-9,19-15-15-15,-49%,49%,-49%,20.5-8-12-9
1753,飛腿郎,hitmonlee,21.5-2-15-15,21.5-7-8-14,20-15-15-15,-12%,12%,-12%,21.5-7-8-14
1754,飛腿郎 暗影化,hitmonlee_shadow,21.5-2-15-15,21.5-7-8-14,20-15-15-15,0%,2%,0%,21.5-7-8-14
1755,食夢夢,munna,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1756,飯匙蛇,seviper,27-0-14-14,26.5-6-9-15,24.5-15-15-15,-34%,-31%,-34%,24.5-15-15-15
1757,駒刀小兵,pawniard,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1758,騎士蝸牛,escavalier,19.5-0-15-13,19.5-6-13-5,18-15-15-15,5%,12%,5%,18-15-15-15
1759,騎拉帝納 別種型態,giratina_altered,16.5-3-15-15,16.5-5-13-9,15.5-15-15-15,1%,0%,1%,16.5-3-15-15
1760,騎拉帝納 起源型態,giratina_origin,15-3-15-15,15-7-9-13,14-15-15-15,0%,0%,0%,14-15-15-15
1761,驚角鹿,stantler,26.5-0-11-15,26-7-7-14,24-15-15-15,2%,6%,2%,26.5-0-11-15
1762,驚角鹿 暗影化,stantler_shadow,26.5-0-11-15,26-7-7-14,24-15-15-15,0%,0%,0%,24-15-15-15
1763,高傲雉雞,unfezant,20.5-0-15-14,20-5-15-11,19-15-15-15,1%,0%,1%,19-15-15-15
1764,鬼斯,gastly,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1765,鬼斯通,haunter,28.5-1-15-14,28.5-6-15-8,26.5-15-15-15,0%,0%,0%,26.5-15-15-15
1766,魅力喵,glameow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1767,魔尼尼,mime_jr,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1768,魔牆人偶,mr_mime,25.5-0-13-15,25-7-5-15,23.5-15-15-15,1%,0%,1%,25.5-0-13-15
1769,鯉魚王,magikarp,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1770,鯉魚王 暗影化,magikarp_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1771,鯰魚王,whiscash,28-0-14-13,27-5-14-11,25-15-15-15,-9%,-5%,-9%,25-15-15-15
1772,鳳王,ho_oh,14.5-1-11-15,14.5-6-6-10,13.5-15-15-15,9%,-4%,9%,14.5-1-11-15
1773,鴨嘴寶寶,magby,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1774,鴨嘴火獸,magmar,23.5-0-15-15,23-5-11-15,21.5-15-15-15,-28%,-25%,-28%,21.5-15-15-15
1775,鴨嘴火獸 暗影化,magmar_shadow,23.5-0-15-15,23-5-11-15,21.5-15-15-15,0%,4%,0%,23-5-11-15
1776,鴨嘴炎獸,magmortar,18-0-10-15,17.5-5-12-14,16.5-15-15-15,1%,-25%,1%,16.5-15-15-15
1777,鴨嘴炎獸 暗影化,magmortar_shadow,18-0-10-15,17.5-5-12-14,16.5-15-15-15,-6%,-5%,-6%,16.5-15-15-15
1778,鴨寶寶,ducklett,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1779,麒麟奇,girafarig,28-0-15-12,27-9-12-11,25.5-15-15-15,0%,0%,0%,25.5-15-15-15
1780,麻麻小魚,tynamo,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1781,麻麻鰻,eelektrik,37.5-0-13-15,35.5-5-14-12,31-15-15-15,-8%,-5%,-8%,31-15-15-15
1782,麻麻鰻魚王,eelektross,20.5-1-15-14,20-9-11-13,19-15-15-15,-20%,-18%,-20%,19-15-15-15
1783,黑夜魔靈,dusknoir,24-0-14-13,23-8-12-14,21.5-15-15-15,-18%,-16%,-18%,21.5-15-15-15
1784,黑夜魔靈 暗影化,dusknoir_shadow,24-0-14-13,23-8-12-14,21.5-15-15-15,2%,0%,2%,24-0-14-13
1785,黑暗鴉,murkrow,40-7-15-15,39.5-12-13-12,37-15-15-15,-7%,7%,-7%,39.5-12-13-12
1786,黑眼鱷,sandile,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1787,黑魯加,houndoom,21.5-0-13-13,21-7-9-14,19.5-15-15-15,2%,14%,2%,21.5-0-13-13
1788,黑魯加 暗影化,houndoom_shadow,21.5-0-13-13,21-7-9-14,19.5-15-15-15,-43%,43%,-43%,21-7-9-14
1789,齒輪兒,klink,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1790,齒輪怪,klinklang,21.5-0-13-15,21.5-5-14-6,19.5-15-15-15,-64%,64%,-64%,21.5-5-14-6
1791,齒輪組,klang,32.5-0-15-15,31-7-15-8,28-15-15-15,-23%,-19%,-23%,28-15-15-15
1792,龍捲雲 化身型態,tornadus_incarnate,16.5-1-15-15,16.5-9-13-6,15.5-15-15-15,0%,5%,0%,16.5-9-13-6
1793,龍捲雲 靈獸型態,tornadus_therian,17.5-1-14-11,16.5-13-15-14,16-15-15-15,2%,0%,2%,17.5-1-14-11
1794,龍王蠍,drapion,23-2-15-14,22.5-8-14-10,21-15-15-15,1%,3%,1%,23-2-15-14
1795,龍蝦小兵,corphish,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
1796,龍頭地鼠,excadrill,17-2-15-15,17-5-10-15,16-15-15-15,0%,0%,0%,16-15-15-15
70,化石翼龍 暗影化,aerodactyl_shadow,20-1-15-15,20-5-15-6,18.5-15-15-15,0%,3%,0%,20-5-15-6
56,刺甲貝 暗影化,cloyster_shadow,22.5-0-13-13,21-12-15-14,20.5-15-15-15,3%,-14%,3%,22.5-0-13-13
161,地鼠 暗影化,diglett_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
4,三地鼠 暗影化,dugtrio_shadow,40-7-15-15,37.5-13-15-15,37-15-15-15,1%,0%,1%,40-7-15-15
423,毽子草 暗影化,hoppip_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
896,黑魯加 (Mega),houndoom_mega,14.5-0-12-14,14-6-14-14,13.5-15-15-15,-48%,2%,-48%,14-6-14-14
419,毽子棉 暗影化,jumpluff_shadow,40-4-15-14,38.5-7-12-15,34-15-15-15,-39%,-36%,-39%,34-15-15-15
395,榛果球 暗影化,pineco_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
212,大舌貝 暗影化,shellder_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
421,毽子花 暗影化,skiploom_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
513,熊寶寶 暗影化,teddiursa_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
569,盔甲鳥 暗影化,skarmory_shadow,27.5-0-15-14,26.5-5-15-12,24.5-15-15-15,40%,49%,40%,27.5-0-15-14
146,圈圈熊 暗影化,ursaring_shadow,19-0-14-15,19-6-7-14,17.5-15-15-15,0%,0%,0%,17.5-15-15-15
103,呆呆王 暗影化,slowking_shadow,22.5-0-13-15,22-7-12-8,20.5-15-15-15,24%,0%,24%,22.5-0-13-15
105,呆殼獸 暗影化,slowbro_shadow,22.5-0-13-15,22-7-12-8,20.5-15-15-15,1%,29%,1%,22.5-0-13-15
101,呆呆獸 暗影化,slowpoke_shadow,40-15-15-15,40-15-15-15,40-15-15-15,0%,0%,0%,40-15-15-15
